bookID,title,average_rating,isbn,isbn13,language_code,  num_pages,ratings_count,text_reviews_count,publication_date,publisher,Author,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41824,The Currents of Space (Galactic Empire  #2),3.83,4490249512,9.78045E+12,eng,192,37,3,1/1/1952,Fawcett crest,Isaac Asimov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41832,Gold: The Final Science Fiction Collection,4,60556528,9.78006E+12,eng,416,2476,85,10/21/2003,Harper Voyager,Isaac Asimov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41834,Asimov's Guide to the Bible: The Old Testament,4.07,380010321,9.78038E+12,eng,677,237,20,11/1/1971,Avon Books (P),Isaac Asimov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41840,100 Great Fantasy Short Short Stories,3.91,380699176,9.78038E+12,eng,395,204,19,8/1/1985,Avon,Isaac Asimov,Martin H. Greenberg,Janet  Fox,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41851,Rock Star Superstar,3.61,142405744,9.78014E+12,en-US,229,310,34,4/6/2006,Speak,Blake Nelson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41856,Writings and Selected Narratives of the Exploration and Settlement of Virginia,3.39,1598530011,9.7816E+12,en-US,1327,28,3,3/22/2007,Library of America,John  Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41861,John  Paul  George & Ben,4.21,786848936,9.78079E+12,eng,40,3500,393,4/1/2006,Little  Brown Books for Young Readers,Lane Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41862,Evolution and the Theory of Games,4,521288843,9.78052E+12,eng,234,86,5,10/21/1982,Cambridge University Press,John Maynard Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41863,The Origins of Life: From the Birth of Life to the Origin of Language,4.13,019286209X,9.78019E+12,eng,192,43,3,11/26/2000,Oxford University Press  USA,John Maynard Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41864,American Genesis: Captain John Smith and the Founding of Virginia,3.43,673393550,9.78067E+12,eng,224,23,2,8/17/2019,Pearson,Alden T. Vaughan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41865,Twilight (Twilight  #1),3.59,316015849,9.78032E+12,eng,501,4597666,94265,9/6/2006,Little  Brown and Company,Stephenie Meyer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41885,Sense and Sensibility,4.07,1593081251,9.78159E+12,eng,325,1278,153,7/25/2004,Barnes & Noble,Jane Austen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41887,Uncle Shelby's ABZ Book,4.36,067121148X,9.78067E+12,eng,80,2550,222,9/9/1985,Gallery Books,Shel Silverstein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41890,Who Wants a Cheap Rhinoceros?,3.96,689851138,9.78069E+12,eng,64,1907,124,8/1/2002,Simon  Schuster Books for Young Readers,Shel Silverstein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41899,Fantastic Beasts and Where to Find Them (Hogwarts Library),3.99,439321603,9.78044E+12,eng,128,259399,5513,6/1/2001,Arthur A. Levine Books,Newt Scamander,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41900,J.K. Rowling - A Biography,3.73,1843170175,9.78184E+12,eng,248,937,41,5/1/2003,Michael O'Mara Books,Sean Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41903,Das Zauberer-Handbuch - Die Magische Welt der Joanne K. Rowling von A bis Z,4.04,3442451531,9.78344E+12,ger,304,39,1,11/1/2001,Goldmann,Allan Zola Kronzek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41907,Harry Potter und die Kammer des Schreckens (Harry Potter  #2),4.42,3551552096,9.78355E+12,ger,351,26,1,9/30/2000,Carlsen,J.K. Rowling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41908,Harry Potter und der Gefangene von Askaban (Harry Potter  #3),4.56,3895849618,9.7839E+12,ger,13,313,8,8/31/2002,Dhv der Hörverlag,J.K. Rowling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41909,Harry Potter ve Sırlar Odası (Harry Potter  #2),4.42,3570211029,9.78357E+12,tur,403,1000,41,10/1/2001,Yapı Kredi Yayınları,J.K. Rowling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41911,Harry Potter und der Gefangene von Askaban (Harry Potter  #3),4.56,355155210X,9.78355E+12,ger,448,30,2,4/1/2001,Carlsen,J.K. Rowling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41918,There are No Children Here: The Story of Two Boys Growing Up in the Other America,4.27,385265565,9.78039E+12,eng,323,12092,837,1/5/1992,Anchor Books,Alex Kotlowitz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41919,Infants  Children  and Adolescents (MyDevelopmentLab Series),3.64,205419283,9.78021E+12,en-US,784,19,2,9/10/2004,Allyn & Bacon,Laura E. Berk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41926,Spring Music,4.05,552146552,9.78055E+12,eng,464,37,5,8/19/1999,Corgi,Elvi Rhodes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41951,Scarlet Feather,3.96,451203771,9.78045E+12,eng,549,22812,791,3/1/2002,Signet,Maeve Binchy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41952,The Lilac Bus,3.62,99498642,9.7801E+12,eng,196,9649,297,1/12/2007,Dell,Maeve Binchy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41962,Light a Penny Candle,3.91,009949857X,9.7801E+12,eng,832,14656,585,5/4/2006,Arrow,Maeve Binchy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41967,Evening Class,3.99,752876821,9.78075E+12,en-GB,528,35964,855,6/30/2005,Orion Publishing Group,Maeve Binchy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41977,Circle of Friends,4.03,99498596,9.7801E+12,eng,722,51839,1396,6/1/2006,Arrow,Maeve Binchy,Frans Thomése,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41979,Nos rêves de Castelbay,3.8,2268031675,9.78227E+12,fre,434,1,0,3/29/1999,Editions du Rocher,Maeve Binchy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41991,Les Saveurs de la vie,3.96,2266129376,9.78227E+12,fre,893,6,1,6/19/2003,Pocket,Maeve Binchy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41993,Kiss,3.68,747268460,9.78075E+12,eng,512,1587,67,9/7/2000,Headline Review,Jill Mansell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41994,Solo,3.65,747267456,9.78075E+12,eng,421,3362,127,9/2/2002,Headline Review,Jill Mansell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41996,Two's Company,3.61,747267448,9.78075E+12,eng,448,1462,53,10/27/2003,Headline Review,Jill Mansell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41998,Open House,3.9,074726743X,9.78075E+12,en-US,448,2440,65,3/3/2003,Headline,Jill Mansell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41999,The Dream Kingdom (The Morland Dynasty  #26),4.34,751533432,9.78075E+12,eng,640,195,7,11/1/2004,Little  Brown Book Group,Cynthia Harrod-Eagles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42001,Falling for You,3.8,755304853,9.78076E+12,eng,448,4816,143,8/16/2004,Headline Review,Jill Mansell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42002,Millie's Fling,3.75,747264864,9.78075E+12,en-GB,512,8052,463,8/16/2001,Headline Review,Jill Mansell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42003,Sheer Mischief,3.82,747268479,9.78075E+12,eng,504,2555,102,8/2/2001,Headline Review,Jill Mansell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42007,Head Over Heels,3.72,747257361,9.78075E+12,en-US,448,3286,128,6/10/1999,Headline Review,Jill Mansell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42010,Mixed Doubles,3.71,747257353,9.78075E+12,en-GB,416,2087,82,7/2/1998,Headline Review,Jill Mansell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42012,Méli-mélo,3.71,2290327506,9.78229E+12,fre,381,5,0,10/31/2002,J'ai Lu,Jill Mansell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42018,Seven Sunny Days,3.35,373895208,9.78037E+12,eng,352,588,30,4/26/2005,Red Dress Ink,Chris Manby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42020,Girl Meets Ape,3.46,340828064,9.78034E+12,eng,406,553,20,1/5/2004,Coronet,Chris Manby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42029,Girls' Night In,3.26,6514855,9.78001E+12,en-GB,586,140,11,7/3/2000,HarperCollins,Jessica Adams,Fiona Walker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42036,Tales from Shakespeare,3.96,140621598,9.78014E+12,eng,288,3097,154,10/26/2007,Penguin Books,Charles Lamb,Arthur Rackham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42038,Shakespeare's Sonnets,4.25,1903436575,9.7819E+12,eng,488,70617,614,8/21/1997,Bloomsbury Academic,William Shakespeare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42040,Love Poems and Sonnets,4.34,385017332,9.78039E+12,eng,160,5808,64,9/3/1957,Doubleday Books,William Shakespeare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42041,Shakespeare A to Z: The Essential Reference to His Plays  His Poems  His Life and Times  and More,4.35,385313616,9.78039E+12,eng,752,153,6,11/10/1991,Delta,Charles Boyce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42045,The Sonnets,4.25,140714537,9.78014E+12,eng,164,349,19,12/1/2001,Penguin Classics,William Shakespeare,John Hollander,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42048,Shakespeare's Secret,3.88,805073876,9.78081E+12,eng,256,7373,645,5/1/2005,Henry Holt & Company,Elise Broach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42051,The Complete Sonnets and Poems,4.34,019281933X,9.78019E+12,eng,624,5487,43,7/18/2002,Oxford University Press,William Shakespeare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42054,The Arden Shakespeare Complete Works,4.5,1903436613,9.7819E+12,eng,1347,122,7,7/5/2001,Arden Shakespeare,William Shakespeare,Ann Thompson,David Scott Kastan,Harold Jenkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42055,Reduced Shakespeare: The Attention-impaired Readers Guide to the World's Best Playwright,4.13,1401302203,9.7814E+12,en-US,256,281,53,7/11/2006,Hachette Books,Reed Martin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42056,The Cat Who Knew Shakespeare (Cat Who...  #7),3.92,747250383,9.78075E+12,eng,208,6876,206,11/7/1996,Headline,Lilian Jackson Braun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42057,The Shakespeare Stealer (Shakespeare Stealer  #1),3.68,141305959,9.78014E+12,eng,224,5582,451,7/1/2000,Puffin Books,Gary L. Blackwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42060,Richard III,3.93,743482840,9.78074E+12,eng,369,1945,191,7/1/2004,Simon  Schuster,William Shakespeare,Paul Werstine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42068,King Henry VI  Part 3,3.76,1903436311,9.7819E+12,eng,460,3138,186,11/1/2001,Bloomsbury Arden Shakespeare,William Shakespeare,Eric Rasmussen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42070,The Age Of Shakespeare,3.68,753819953,9.78075E+12,eng,208,20,2,7/7/2005,Phoenix,Frank Kermode,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42078,Ukraine,3.91,186450336X,9.78186E+12,eng,216,27,5,7/1/2005,Lonely Planet,Sarah Johnstone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42099,Jimi Hendrix: The Complete Guide to His Music  (Complete Guide to the Music of...),4,1844494241,9.78184E+12,eng,96,4,1,12/1/2004,Omnibus Press,Peter Doggett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42140,Outside the Dog Museum (Answered Prayers  #4),3.97,765311852,9.78077E+12,eng,267,1406,97,6/1/2005,Orb Books,Jonathan Carroll,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42141,Glass Soup  (Vincent Ettrich  #2),3.88,765311801,9.78077E+12,eng,320,1153,62,11/28/2006,Tor Books,Jonathan Carroll,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42143,The Land of Laughs,3.9,312873115,9.78031E+12,eng,253,4337,352,2/10/2001,Orb Books,Jonathan Carroll,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42145,Sleeping in Flame (Answered Prayers  #2),4.05,765311860,9.78077E+12,en-US,304,1543,76,10/1/2004,Orb Books,Jonathan Carroll,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42146,Bones of the Moon (Answered Prayers  #1),3.89,312873123,9.78031E+12,eng,224,2046,116,5/3/2002,Orb Books,Jonathan Carroll,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42148,Kissing the Beehive (Crane's View  #1),3.7,575402911,9.78058E+12,eng,256,808,40,8/10/2000,Orion,Jonathan Carroll,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42149,Baby Proof,3.72,312348649,9.78031E+12,eng,340,140762,3096,6/13/2006,St. Martin's Press,Emily Giffin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42155,Something Blue (Darcy & Rachel  #2),3.93,312323867,9.78031E+12,en-US,338,191577,6599,3/21/2006,Griffin,Emily Giffin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42156,Something Borrowed (Darcy & Rachel  #1),3.85,031232118X,9.78031E+12,eng,322,454917,7487,6/1/2004,St. Martin's Press,Emily Giffin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42157,P.S. Longer Letter Later (Elizabeth and Tara*Starr  #1),3.78,590213113,9.78059E+12,eng,234,2699,242,5/1/1999,Scholastic Paperbacks,Paula Danziger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42158,P.S. Your Cat Is Dead,3.75,312321201,9.78031E+12,eng,218,1334,141,11/15/2003,St. Martin's Griffin,James Kirkwood Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42162,P.S. I Love You Three!,4.14,1880972476,9.78188E+12,eng,79,7,0,12/1/2002,Possibilities,Lynda Milligan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42172,The Christmas Shoes (Christmas Hope #1),4.23,312289510,9.78031E+12,eng,132,32701,967,11/9/2001,St. Martin's Press,Donna VanLiere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42177,Burning The Map,3.54,373250215,9.78037E+12,en-US,288,1336,66,10/25/2002,Red Dress Ink,Laura Caldwell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42180,iMovie 4 & iDVD: The Missing Manual: The Missing Manual,3.25,596006934,9.7806E+12,eng,496,4,0,8/23/2004,Pogue Press,David Pogue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42198,The Icarus Agenda,3.96,752858505,9.78075E+12,eng,836,37,3,7/1/2004,Orion Books,Robert Ludlum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42210,Life Is a Dream,3.98,486421244,9.78049E+12,eng,96,346,27,7/1/2002,Dover Publications,Pedro Calderón de la Barca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42211,Life Is a Dream and Other Spanish Classics (Eric Bentley's Dramatic Repertoire) - Volume II,3.81,1557830061,73999140774,eng,298,61,4,4/1/2000,Applause Theatre & Cinema Book Publishers,Pedro Calderón de la Barca,Lope de Vega,Tirso de Molina,Roy Campbell,Eric Bentley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42212,Life Is A Dream = La Vida Es Sueño,3.98,486424731,9.78049E+12,eng,208,56,2,12/6/2002,Dover Publications,Pedro Calderón de la Barca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42213,Life Is a Dream,3.98,143104829,9.78014E+12,eng,160,168,11,12/26/2006,Penguin Classics,Pedro Calderón de la Barca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42261,Stylepedia: A Guide to Graphic Design Mannerisms  Quirks  and Conceits,4.06,811833461,9.78081E+12,eng,336,170,9,11/9/2006,Chronicle Books,Steven Heller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42278,I Can Fly,4.24,307001466,9.78031E+12,eng,24,1069,70,9/9/2003,Golden Books,Ruth Krauss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42300,A Whole Lotta Love,4.46,451210905,9.78045E+12,eng,384,662,7,1/6/2004,Signet,Donna Hill,Brenda Jackson,Monica Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42308,The Best of Pippi Longstocking (Pippi Longstocking  #1-3),4.25,192753371,9.78019E+12,en-GB,378,217,16,10/9/2003,Oxford University Press,Astrid Lindgren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42311,Astrid Lindgren: Storyteller to the World,3.69,140326928,9.78014E+12,eng,64,10,2,11/1/1991,Puffin,Johanna Hurwitz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42323,Astrid Lindgren,3.78,805745254,9.78081E+12,eng,157,7,2,11/1/1994,Twayne Publishers,Eva-Maria Metcalf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42337,The Moffats (The Moffats  #1),4,152025413,9.78015E+12,eng,212,9334,302,4/1/2001,Oddysey/Harcourt Young Classics,Eleanor Estes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42341,Arthur and the Lost Kingdoms,3.7,753810743,9.78075E+12,eng,282,59,14,12/31/1999,Orion Publishing Group,Alistair Moffat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42355,God's Generals Why They Succeeded and Why Some Fail,4.45,883689448,9.78088E+12,eng,416,1481,67,11/1/2000,Whitaker House,Roberts Liardon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42357,The Alley (The Alley  #1),3.76,152049185,9.78015E+12,eng,288,320,20,8/1/2003,HMH Books for Young Readers,Eleanor Estes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42359,Pinky Pye (The Pyes  #2),3.86,152025650,9.78015E+12,eng,192,1578,102,9/1/2000,HMH Books for Young Readers,Eleanor Estes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42366,The Witch Family,4.07,015202610X,9.78015E+12,eng,240,2550,98,9/1/2000,HMH Books for Young Readers,Eleanor Estes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42369,The Hundred Dresses,4.09,152052607,9.78015E+12,eng,80,30311,2306,9/1/2004,HMH Books for Young Readers,Eleanor Estes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42376,Theater Shoes,4.02,613013379,9.78061E+12,en-US,252,85,11,11/1/1999,Sagebrush,Noel Streatfeild,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42377,Gemma Alone (Gemma  #3),3.61,440428653,9.78044E+12,eng,150,175,7,2/1/1987,Yearling,Noel Streatfeild,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42380,When the Siren Wailed,3.72,394931475,9.78039E+12,en-US,157,16,3,10/1/1977,Lions,Noel Streatfeild,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42382,The Caine Mutiny Court-Martial,4.12,385514417,9.78039E+12,eng,120,281,10,4/20/1954,Doubleday Books,Herman Wouk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42389,Band of Brothers: E Company  506th Regiment  101st Airborne from Normandy to Hitler's Eagle's Nest,4.43,743464117,9.78074E+12,eng,432,82525,2124,9/1/2002,Simon & Schuster; Media Tie-In edition,Stephen E. Ambrose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42390,Midnight Riders: The Story of the Allman Brothers Band,3.97,316294527,9.78032E+12,eng,343,278,16,7/1/1996,Little  Brown and Company,Scott  Freeman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42408,Babar's World Tour,3.82,810957809,9.78081E+12,en-US,48,69,12,9/1/2005,Harry N. Abrams,Laurent de Brunhoff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42410,The Easter Rabbit's Parade,3,037582748X,9.78038E+12,eng,40,29,7,1/27/2004,Random House Books for Young Readers,Lois Lenski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42415,The Little Fire Engine,3.56,375810706,9.78038E+12,eng,56,209,27,10/24/2000,Random House Books for Young Readers,Lois Lenski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42417,Right Stuff  Wrong Sex: America's First Women in Space Program,3.82,801883946,9.7808E+12,eng,256,36,9,10/26/2005,Johns Hopkins University Press,Margaret A. Weitekamp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42424,The Right Stuff (To Protect and Defend #3),3.61,373273495,9.78037E+12,eng,256,40,3,2/23/2004,Silhouette Books,Merline Lovelace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42425,For Whom the Bell Tolls,3.97,1117066037,9.78112E+12,eng,503,365,33,1/1/1940,P. F. Collier and Sons,Ernest Hemingway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42429,Cliffs Notes on Hemingway's The Sun Also Rises,3.5,822012375,9.78082E+12,eng,80,14,2,5/20/1964,Cliffs Notes,Gary K. Carey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42430,Dune (Dune #1),4.22,849759682X,9.7885E+12,spa,702,565,93,10/30/2003,Debolsillo,Frank Herbert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42432,God Emperor of Dune (Dune Chronicles #4),3.84,575075066,9.78058E+12,eng,454,51343,896,3/13/2003,Victor Gollancz,Frank Herbert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42434,Sandworms of Dune (Dune Chronicles #8),3.64,076531293X,9.78077E+12,en-US,494,8486,273,8/7/2007,Tor Books,Brian Herbert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42435,In Harm's Way: The Sinking of the USS Indianapolis and the Extraordinary Story of Its Survivors,4.29,805073663,9.78081E+12,eng,339,16684,892,5/1/2003,Owl Books,Doug Stanton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42438,Harm's Way,3.36,1419950584,9.78142E+12,eng,261,13,5,5/27/2005,Ellora's Cave,Elizabeth Stewart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42439,Harm's Way: Lust & Madness & Murder & Mayhem,4.54,944092284,9.78094E+12,eng,132,58,3,10/1/1994,Twin Palms Publishers,Joel-Peter Witkin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42444,I Like Winter (Seasons  #3),3.94,375810684,9.78038E+12,eng,56,65,9,10/24/2000,Random House Books for Young Readers,Lois Lenski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42447,Strawberry Girl,3.87,64405850,9.78006E+12,eng,208,11143,423,4/26/2005,HarperCollins,Lois Lenski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
